0.5540730357 1.8353924751
-0.2946303785 -0.1753455102
-6.9865746498 1.2935067415
0.1141490862 -0.8006796837
-1.8093842268 -0.4403830171
0.0904820561 0.8240972161
-4.1408872604 -0.5526415706
0.3592797220 1.5599883795
0.2034076452 -0.3735622168
-5.6517362595 0.1080873236
-1.4272493124 1.1409132481
-0.1467343271 0.1266995519
-0.0990473628 -1.1120392084
-2.9078934193 0.6193047762
-0.7281447649 -0.1219511926
-6.3520565033 1.3686853647
0.4708387852 1.1272833347
0.1557680964 -0.6452900171
-0.2485572249 -0.5620805025
0.2851023078 -0.8959920406
0.3883862793 1.3100472689
0.1022556499 0.4754188359
-4.8793354034 0.2297079563
-6.1536769867 0.6267848611
0.3713714480 -0.1336555332
0.5718787313 1.6415516138
-0.1512110531 0.8184613585
-2.3496644497 0.6383588314
0.5482842326 1.5026701689
-0.4409602880 0.2076207846
-0.1096886173 1.4463407993
-0.4260120392 -0.6855340004
-3.4946949482 0.1200195998
0.1525484920 -1.2404675484
0.1982756257 -0.5367944837
-0.1064434648 0.5303195715
0.2031675428 -0.7430999279
-0.0760775954 -0.9132311344
-6.7133278847 1.1929593086
0.0243650638 -0.8534751534
0.1861142069 -0.9427624345
-1.6027170420 1.5930083990
-6.5772147179 1.8179931641
-0.2636140287 0.0031234894
0.0897884741 -0.5711864829
-1.3187597990 0.6029039025
0.3844065964 1.9266657829
0.0455867313 -0.2178964913
-1.9542148113 1.0891925097
0.2327450067 1.2313948870
-3.8550226688 -0.2872001529
0.0128555298 -0.7440621853
-3.4959630966 -0.5079379082
0.4256406128 -0.3852922022
0.3571359217 0.9402400851
-1.8502036333 0.1438317746
-0.3492378592 -0.9505246878
0.3146981895 1.7014642954
-0.4181861281 -0.3527951539
-0.3455907106 0.6133777499
-2.3746447563 1.5897787809
-0.2231884003 0.3341066241
-0.5861738920 1.6479024887
0.0186516456 0.2375041544
0.2856938541 0.2751226723
0.3183894455 -0.7643260956
-5.7990403175 0.5585058928
0.1038327366 -0.9059406519
-1.3763973713 -0.1752170175
0.4525665641 1.7201039791
-2.9499323368 -0.2267537117
-6.3667707443 0.2548731565
0.4575376809 1.5800223351
0.1898746490 -0.8399951458
0.2692785561 -0.2576986253
0.0672112927 -1.0194811821
0.2739315033 -0.6447485685
0.5082111359 1.2817947865
-4.6425113678 0.1340583116
0.1033401191 -0.7130636573
0.2588082254 1.4763712883
0.2913595438 0.6506080627
0.2156310230 -0.0007945406
0.4196055233 1.4391568899
-1.7361743450 0.6094476581
0.0595840029 -0.4348834157
-4.1405515671 -0.1196637973
-0.0544410497 -0.0583488531
-6.5147967339 0.7901051044
-0.0214119051 -0.6061616540
0.2174822837 -1.0697864294
-4.9353957176 0.6971213222
0.5486853719 1.3913267851
-0.1314275712 -0.3700227737
-3.7785456181 -0.6691972613
-0.6645377278 1.1819922924
-0.7726914287 -0.4785719216
-2.2284886837 -0.3399148881
-0.1454384029 -0.7404617071
0.3050275743 -0.4833617806
